file_name,signal_name,category,row_count,null_count,zero_pct,val_min,val_max,val_mean,val_std,p05,p25,p50,p75,p95,outlier_count,start_time,end_time,duration_days,expected_rows,gap_ratio,notes,median_interval_sec,interval_label,gap_meaningful,gap_class
grealCluster_3_Ladung.csv,grealCluster_3_Ladung,battery_charge,4568579,0,0.87,0.0,100.0,67.319167,21.513161,34.0743,50.2226,68.9319,83.4385,100.0,39705,2022-12-06 18:21:15+02:00,2026-05-27 10:03:18+03:00,1267.61,5476086,0.1657,ok,20.0,~20s,True,moderate_gap
grealCluster_3_Spannung.csv,grealCluster_3_Spannung,battery_voltage,4568581,0,0.87,0.0,63.3,52.027124,5.122243,48.9011,52.1998,52.8704,53.177,54.4349,0,2022-12-06 18:21:15+02:00,2026-05-27 10:03:18+03:00,1267.61,5476086,0.1657,ok,20.0,~20s,True,moderate_gap
grealCluster_4_Ladung.csv,grealCluster_4_Ladung,battery_charge,4568580,0,1.05,0.0,100.0,67.476086,21.50179,34.4859,50.9039,69.0619,83.9386,100.0,47949,2022-12-06 18:21:15+02:00,2026-05-27 10:03:18+03:00,1267.61,5476086,0.1657,ok,20.0,~20s,True,moderate_gap
grealCluster_4_Spannung.csv,grealCluster_4_Spannung,battery_voltage,4568580,0,1.01,0.0,5480.0,52.12362,26.68632,49.235,52.1702,52.8131,53.1993,54.4502,107,2022-12-06 18:21:15+02:00,2026-05-27 10:03:18+03:00,1267.61,5476086,0.1657,ok,20.0,~20s,True,moderate_gap
grealIstWaermepumpVorlauf.csv,grealIstWaermepumpVorlauf,hp_supply_temp,302312,0,6.17,0.0,70.3,33.54766,16.534347,0.0,20.9249,35.333,49.2078,54.6152,0,2022-12-14 16:40:41+02:00,2026-05-27 10:03:05+03:00,1259.68,5441827,0.1667,ok,300.0,~5min,True,moderate_gap
grealTempAussenGefiltert.csv,grealTempAussenGefiltert,outdoor_temp,304326,0,0.19,-3276.7,52.3,-21.10556,332.079202,0.0358,6.6375,11.085,18.1127,29.1585,3132,2022-12-07 12:09:55+02:00,2026-05-27 10:03:04+03:00,1266.87,5472879,0.9444,ok,20.0,~20s,True,high_gap
grealThermLeistungWaermeFBH_Nord.csv,grealThermLeistungWaermeFBH_Nord,thermal_power,302070,0,41.87,0.0,27.57,1.174241,1.887,0.0,0.0,0.2039,1.7119,4.9974,5438,2022-12-15 15:27:43+02:00,2026-05-27 10:03:05+03:00,1258.73,5437726,0.1667,ok,300.0,~5min,True,moderate_gap
grealThermLeistungWaermeFBH_Sued.csv,grealThermLeistungWaermeFBH_Sued,thermal_power,302070,0,7.5,0.0,41.87,3.013397,3.948984,0.0,0.0483,1.0298,5.0861,10.7762,0,2022-12-15 15:27:43+02:00,2026-05-27 10:03:05+03:00,1258.73,5437726,0.1667,ok,300.0,~5min,True,moderate_gap
grealThermLeistungWaermeHalle.csv,grealThermLeistungWaermeHalle,thermal_power,302070,0,70.29,0.0,4.14,0.133971,0.32017,0.0,0.0,0.0,0.0621,0.8354,8165,2022-12-15 15:27:43+02:00,2026-05-27 10:03:05+03:00,1258.73,5437726,0.1667,ok,300.0,~5min,True,moderate_gap
green_bat.csv,green_bat,battery_current,6947349,0,0.27,0.0,8.2455,0.967413,0.053784,0.97,0.97,0.97,0.97,0.97,19149,2022-12-22 14:24:22.777000+02:00,2026-05-27 10:03:18.430000+03:00,1251.78,5407676,0.0,ok,64.2,~1min,True,good
