file_name,start_utc,end_utc,duration_days,median_interval_sec,interval_label,interval_regular,head_gap_detected
grealCluster_4_Spannung.csv,2022-12-06T16:21:15+00:00,2026-05-27T07:03:18+00:00,1267.6,20.0,~20s,True,False
grealIstWaermepumpVorlauf.csv,2022-12-14T14:40:41+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,True,True
grealTempAussenGefiltert.csv,2022-12-07T10:09:55+00:00,2026-05-27T07:03:04+00:00,1266.9,20.0,~20s,False,False
grealThermLeistungWaermeFBH_Nord.csv,2022-12-15T13:27:43+00:00,2026-05-27T07:03:05+00:00,1258.7,300.0,~5min,False,False
grealThermLeistungWaermeFBH_Sued.csv,2022-12-15T13:27:43+00:00,2026-05-27T07:03:05+00:00,1258.7,300.0,~5min,False,False
grealThermLeistungWaermeHalle.csv,2022-12-15T13:27:43+00:00,2026-05-27T07:03:05+00:00,1258.7,300.0,~5min,False,False
greal_AZ_WP_Energie.csv,2022-12-14T14:40:41+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,False,True
greal_Administrator_HT.csv,2022-12-15T14:29:56+00:00,2026-02-10T09:32:12+00:00,1152.8,4740.0,~79min,False,True
greal_BatterieLadeZustand.csv,2022-12-07T08:37:18+00:00,2026-05-27T07:03:18+00:00,1266.9,20.0,~20s,True,False
greal_EK_WMZ_WWout.csv,2022-12-22T16:48:12+00:00,2026-05-27T07:03:18+00:00,1251.6,20.0,~20s,True,False
greal_E_BatterieAbgabe.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_BatterieLaden.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_ErzeugungEnFa.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_Gebaeude.csv,2022-12-22T16:03:08+00:00,2026-05-27T07:03:18+00:00,1251.6,20.0,~20s,True,False
greal_E_GebaeudeNord.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_GebaeudeSued.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_GebaeudeSystem.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_Gesamtverbrauch.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV1.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV2.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV3.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV4.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV5.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV6.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV7.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_PV_Gesamt.csv,2022-12-22T14:52:28+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,True,False
greal_E_Tankstelle1.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_Tankstelle2.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_Tankstelle3.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_WP.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E__WMZ_BHKW.csv,2022-12-22T16:22:49+00:00,2026-05-27T07:03:18+00:00,1251.6,20.0,~20s,True,False
greal_E__WMZ_WWout.csv,2022-12-22T16:22:49+00:00,2026-05-27T07:03:18+00:00,1251.6,20.0,~20s,True,False
greal_E_bhkw1.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_E_bhkw2.csv,2022-12-22T14:24:12+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,False,False
greal_Gas_bhkw1.csv,2022-12-22T14:32:29+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,True,False
greal_Gas_bhkw2.csv,2022-12-22T14:32:29+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,True,False
greal_Gas_bhkwges.csv,2022-12-22T14:37:01+00:00,2026-05-27T07:03:18+00:00,1251.7,20.0,~20s,True,False
greal_JalousienMaxWind.csv,2022-12-21T10:53:29+00:00,2026-02-10T09:32:11+00:00,1146.9,3778.0,~63min,False,True
greal_K_WMZ_E_Altbau.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_E_Bespr.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_E_GF.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_E_Halle.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_E_Nord.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_E_Server.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_E_Sued.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_E_WP.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_E_bhkw1.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_E_bhkw2.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_P_Altbau.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_P_Bespr.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_P_GF.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_P_Halle.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_P_Nord.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_P_Server.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_P_Sued.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_P_WP.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_P_bhkw1.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_P_bhkw2.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_TR_Altbau.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TR_Bespr.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_TR_GF.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_TR_Halle.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TR_Nord.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TR_Server.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_TR_Sued.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TR_WP.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_TR_bhkw1.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_TR_bhkw2.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_TV_Altbau.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TV_Bespr.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_TV_GF.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_TV_Halle.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TV_Nord.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TV_Server.csv,2022-12-19T15:51:13+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,False
greal_K_WMZ_TV_Sued.csv,2022-12-19T15:28:02+00:00,2026-05-27T07:03:18+00:00,1254.6,20.0,~20s,True,True
greal_K_WMZ_TV_WP.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_TV_bhkw1.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_K_WMZ_TV_bhkw2.csv,2022-12-19T15:28:02+00:00,2022-12-19T15:29:42+00:00,0.0,20.0,~20s,True,False
greal_LeistungBHKW1.csv,2022-12-07T14:11:41+00:00,2026-05-27T07:03:18+00:00,1266.7,20.0,~20s,True,False
greal_LeistungBHKW2.csv,2022-12-07T14:11:41+00:00,2026-05-27T07:03:18+00:00,1266.7,20.0,~20s,True,False
greal_LeistungGebaeude.csv,2022-12-20T09:32:54+00:00,2026-05-27T07:03:18+00:00,1253.9,20.0,~20s,True,False
greal_LeistungTankStelle1.csv,2022-12-08T08:01:49+00:00,2026-05-27T07:03:18+00:00,1266.0,20.0,~20s,True,False
greal_LeistungTankStelle2.csv,2022-12-08T08:01:49+00:00,2026-05-27T07:03:18+00:00,1266.0,20.0,~20s,True,False
greal_LeistungTankStelle3.csv,2022-12-08T08:01:49+00:00,2026-05-27T07:03:18+00:00,1266.0,20.0,~20s,True,False
greal_LeistungTankStellen.csv,2022-12-12T11:41:08+00:00,2026-05-27T07:03:18+00:00,1261.8,20.0,~20s,False,False
greal_Nachtabsenkung.csv,2022-12-15T14:29:56+00:00,2026-02-10T09:32:12+00:00,1152.8,3240.0,~1hr,False,True
greal_PV_Ges_prog.csv,2022-12-23T08:25:38+00:00,2026-05-27T06:58:04+00:00,1250.9,1800.0,~1hr,True,False
greal_RL_TempFBH_OG.csv,2022-12-15T08:52:10+00:00,2022-12-21T10:48:15+00:00,6.1,20.0,~20s,True,False
greal_SollTempAZplus.csv,2022-12-14T14:21:00+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,False,True
greal_Soll_T_BKT.csv,2022-12-15T14:42:46+00:00,2022-12-21T10:45:02+00:00,5.8,300.0,~5min,True,False
greal_Speicher_WW_Prozent.csv,2022-12-14T13:40:15+00:00,2026-05-27T07:03:18+00:00,1259.7,20.0,~20s,True,False
greal_StellungFortluftKlappe.csv,2022-12-15T08:56:50+00:00,2022-12-21T10:45:02+00:00,6.1,300.0,~5min,False,False
greal_StellungUmluftKlappe.csv,2022-12-15T08:56:50+00:00,2022-12-21T10:45:02+00:00,6.1,300.0,~5min,False,False
greal_T_Server_EG.csv,2022-12-15T13:37:32+00:00,2026-05-27T07:03:05+00:00,1258.7,900.0,~15min,False,True
greal_VL_TempFBH_OG.csv,2022-12-15T08:52:10+00:00,2022-12-21T10:48:15+00:00,6.1,20.0,~20s,True,False
greal_VorlaufTempKennlinie.csv,2022-12-14T14:30:52+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,True,True
greal_VorlaufTempKennlinie_K.csv,2022-12-14T14:21:00+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,False,True
greal_WMZ_Hz_Erz_BHKW.csv,2022-12-13T11:16:39+00:00,2026-05-27T07:03:18+00:00,1260.8,20.0,~20s,False,False
greal_WMZ_Hz_Erz_WP.csv,2022-12-13T11:16:39+00:00,2026-05-27T07:03:18+00:00,1260.8,20.0,~20s,False,False
greal_WMZ_Hz_Erz_ges.csv,2022-12-13T11:16:39+00:00,2026-05-27T07:03:18+00:00,1260.8,20.0,~20s,False,False
greal_WMZ_Kalt.csv,2022-12-15T14:53:15+00:00,2026-05-27T07:03:18+00:00,1258.7,20.0,~20s,True,False
greal_WMZ_Kalt_Erz_WP.csv,2022-12-15T14:53:15+00:00,2026-05-27T07:03:18+00:00,1258.7,20.0,~20s,True,False
greal_WMZ_Warm.csv,2022-12-13T11:16:39+00:00,2026-05-27T07:03:18+00:00,1260.8,20.0,~20s,False,False
greal_WP1AbtauSek.csv,2022-12-14T14:40:41+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,True,True
greal_WP2AbtauSek.csv,2022-12-14T14:40:41+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,True,True
greal_WP3AbtauSek.csv,2022-12-14T14:40:41+00:00,2026-05-27T07:03:05+00:00,1259.7,300.0,~5min,True,True
greal_W_WMZ_E_Altbau.csv,2022-12-19T09:18:17+00:00,2026-05-27T07:03:18+00:00,1254.9,20.0,~20s,True,False
greal_W_WMZ_E_Halle.csv,2022-12-19T09:18:17+00:00,2026-05-27T07:03:18+00:00,1254.9,20.0,~20s,True,False
greal_W_WMZ_E_Nord.csv,2022-12-19T09:18:17+00:00,2026-05-27T07:03:18+00:00,1254.9,20.0,~20s,True,False
greal_W_WMZ_E_Sued.csv,2022-12-19T09:18:17+00:00,2026-05-27T07:03:18+00:00,1254.9,20.0,~20s,True,False
greal_W_WMZ_E_WP.csv,2022-12-19T09:18:17+00:00,2026-05-27T07:03:18+00:00,1254.9,20.0,~20s,True,False
