Unnamed: 0,_time,_value,_field,_measurement
,2022-11-29T09:47:22Z,node cpu usage: 3.00%,value,pilot
,2022-11-29T09:47:42Z,node cpu usage: 3.83%,value,pilot
,2022-11-29T09:48:02Z,node cpu usage: 3.36%,value,pilot
